objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23767E+18,107.3377023,39.94449147,18.68743,17.12236,16.46455,16.20788,16.07677,6573,301,5,172,3.31366E+18,STAR,5.10E-05,2943,54502,499
1.23767E+18,17.21769195,-0.574981679,19.02533,17.13056,16.06337,15.63459,15.24919,4858,301,2,469,4.47045E+17,GALAXY,0.1238278,397,51794,227
1.23767E+18,0.246995848,-3.809057976,16.63966,15.62824,15.2855,15.15102,15.121,6361,301,3,21,2.95445E+18,STAR,-0.000321448,2624,54380,326
1.23765E+18,123.2876378,43.59621769,19.16838,18.10746,17.68197,17.32909,17.20872,2076,301,5,135,6.15934E+17,GALAXY,0.0625791,547,51959,241
1.23765E+18,125.696521,45.62894046,18.73709,17.64591,17.19056,16.9006,16.69735,2076,301,5,153,6.17105E+17,GALAXY,0.04983363,548,51986,408
1.23766E+18,251.2120597,31.59551147,18.60976,17.38932,17.5287,17.63779,17.75674,3705,301,2,337,3.91818E+18,STAR,-0.000605607,3480,54999,174
1.23766E+18,175.7662261,7.433576057,18.61636,16.74503,15.7644,15.36921,15.03386,3841,301,4,73,1.82409E+18,GALAXY,0.09773438,1620,53137,475
1.23765E+18,4.945283951,-10.10207146,19.3153,18.00867,17.42482,17.06348,16.90732,1740,301,3,55,7.34093E+17,GALAXY,0.1177141,652,52138,24
1.23766E+18,223.0299673,39.82215571,19.40217,18.23262,17.84093,17.70585,17.69843,3699,301,2,210,3.83489E+18,STAR,-0.00029985,3406,54970,257
1.23765E+18,313.2615238,-7.309003536,19.38767,17.94909,17.11763,16.68557,16.40348,1737,301,1,41,7.16129E+17,GALAXY,0.1002485,636,52176,206
1.23766E+18,200.5693807,4.01123465,19.08282,17.23879,16.32359,15.93456,15.59674,2247,301,2,265,9.59355E+17,GALAXY,0.1135215,852,52375,320
1.23767E+18,44.63884817,37.14067125,18.24915,16.816,16.20139,15.95171,15.82363,5934,301,5,189,2.74841E+18,STAR,-0.000209491,2441,54065,317
1.23766E+18,178.0839511,39.45692882,16.99075,15.95873,15.94838,16.01151,16.07561,3900,301,3,339,2.21804E+18,STAR,-0.000613289,1970,53386,57
1.23767E+18,130.6406045,12.56762063,19.08744,17.7778,17.09646,16.72824,16.54169,5935,301,5,96,2.73375E+18,GALAXY,0.06733903,2428,53801,237
1.23767E+18,125.4473467,10.95446601,19.12825,18.05472,17.69503,17.43136,17.27575,5935,301,5,60,2.72819E+18,GALAXY,0.05121188,2423,54149,475
1.23766E+18,113.7872979,26.85731278,19.42489,19.2107,18.94018,19.00632,18.92942,2825,301,4,30,9.99866E+17,QSO,0.9893556,888,52339,244
1.23766E+18,241.0504215,37.9108643,18.72571,18.52424,18.35915,18.37423,18.44233,3180,301,2,224,3.91602E+18,QSO,0.9423325,3478,55008,522
1.23765E+18,121.552408,41.34108048,19.34786,17.94782,17.45773,17.15675,17.01674,2076,301,4,118,6.13739E+17,GALAXY,0.03200962,545,52202,451
1.23766E+18,123.6033083,37.72237028,17.48464,16.03246,15.5347,15.37162,15.32637,2825,301,5,121,3.00622E+18,STAR,-0.000116244,2670,54115,233
1.23766E+18,133.0651297,43.15064711,18.88484,17.67742,17.68584,17.73457,17.82257,2825,301,2,180,1.00897E+18,STAR,-0.000119268,896,52592,582
1.23766E+18,183.505624,40.80635908,18.49147,18.31536,18.11331,18.03216,17.60085,4469,301,5,441,2.24631E+18,QSO,0.276952,1995,53415,507
1.23766E+18,181.4487244,43.42439512,19.42459,19.26818,18.83412,18.42947,18.39406,3840,301,6,158,1.63045E+18,QSO,0.2272028,1448,53120,521
1.23768E+18,6.648456901,8.950780655,18.08583,17.16717,16.81494,16.6556,16.59044,7880,301,1,87,5.10935E+18,STAR,-0.000284473,4538,55860,74
1.23768E+18,327.7674604,2.724566192,17.89419,17.00824,16.73965,16.65107,16.6176,7712,301,5,114,1.27554E+19,STAR,-0.000866074,11329,58426,459
1.23767E+18,42.63119087,35.42359713,18.06942,17.0943,16.66168,16.48066,16.38692,5934,301,6,174,8.16743E+18,STAR,-0.000421389,7254,56625,547
1.23767E+18,120.8500492,9.192181704,18.41793,16.25884,15.40288,15.10685,14.95782,5935,301,4,28,2.7236E+18,STAR,8.89E-05,2419,54139,192
1.23766E+18,250.1660014,38.05097209,19.09295,18.06134,17.57383,17.19304,17.0829,3225,301,6,255,9.21068E+17,GALAXY,0.1262253,818,52395,299
1.23766E+18,221.6849223,55.48068302,19.25509,17.5167,16.61388,16.16661,15.8015,3225,301,6,83,1.30953E+18,GALAXY,0.07273553,1163,52669,401
1.23765E+18,354.6361486,15.8688849,19.42101,17.78291,17.03606,16.7286,16.55265,1739,301,6,268,3.52416E+18,STAR,-0.00050851,3130,54740,334
1.23766E+18,225.3922964,44.55329963,18.03936,16.62242,16.09307,15.87945,15.77699,3918,301,3,190,3.81689E+18,STAR,-0.000173501,3390,54945,312
1.23766E+18,132.7512996,31.90519739,19.11847,17.92985,17.25582,16.89132,16.70344,3606,301,4,63,1.43005E+18,GALAXY,0.1248412,1270,52991,574
1.23766E+18,127.2884961,28.45281315,19.01815,16.99004,15.99892,15.52737,15.17536,3606,301,4,24,1.42772E+18,GALAXY,0.09372156,1268,52933,286
1.23765E+18,173.9086608,-1.259536295,18.98194,17.07672,16.25654,15.9436,15.76659,1140,301,6,140,3.68313E+17,STAR,-8.39E-05,327,52294,521
1.23767E+18,169.2794662,26.58381882,19.16525,18.0157,17.55399,17.33214,17.19172,5112,301,3,388,2.49508E+18,GALAXY,0.02631493,2216,53795,306
1.23766E+18,150.5258622,48.97401032,19.00747,17.02683,16.09225,15.6017,15.25969,2821,301,2,57,1.13269E+18,GALAXY,0.06539278,1006,52708,140
1.23768E+18,12.70988896,19.33837257,18.72284,17.71228,17.36964,17.2564,17.20465,7913,301,2,38,8.57737E+18,GALAXY,0,7618,56898,950
1.23766E+18,23.09249635,0.998320084,19.25514,18.89743,19.1182,19.32404,19.52449,4263,301,6,270,8.84961E+18,STAR,-0.000235636,7860,57006,127
1.23766E+18,195.2221112,46.20696269,19.07866,18.07061,17.75331,17.72686,17.63795,3699,301,2,69,3.79091E+18,STAR,-0.000632113,3367,54998,13
1.23767E+18,162.9376408,27.03771454,19.40505,18.31306,17.94188,17.82094,17.76794,5061,301,1,319,2.65487E+18,STAR,-1.09E-05,2358,53797,9
1.23766E+18,254.7057623,18.0291732,19.0796,19.13744,19.55278,19.81388,19.95966,3927,301,4,196,1.7643E+18,STAR,-0.00077354,1567,53172,52
1.23765E+18,147.9514561,62.52477465,16.39478,15.37749,15.04076,14.90655,14.88252,1412,301,3,61,2.7057E+18,STAR,-0.00030943,2403,53795,590
1.23765E+18,169.1107432,66.63030264,15.61909,14.37402,13.99044,13.86217,13.88116,1412,301,3,127,3.21791E+18,STAR,-1.28E-05,2858,54498,314
1.23766E+18,20.68552345,-1.193841098,19.46957,17.47429,16.53537,16.0225,15.62337,4263,301,1,254,4.48113E+17,GALAXY,0.06023908,398,51789,17
1.23766E+18,119.5524943,17.00879266,19.22626,18.30976,18.03816,17.92637,17.90057,4517,301,2,48,5.05529E+18,STAR,-0.000284277,4490,55629,4
1.23765E+18,235.218156,56.8884581,18.33848,18.46341,18.90969,19.24222,19.58331,1412,301,3,335,7.64604E+18,STAR,-0.000616345,6791,56429,196
1.23767E+18,40.31148242,28.07113677,18.88408,17.86302,17.37358,17.15744,17.02443,5934,301,2,125,3.55575E+18,STAR,-0.000445335,3158,54794,590
1.23767E+18,347.9707292,21.44575346,18.28995,16.78008,16.09147,15.77355,15.60479,6366,301,4,111,2.95327E+18,STAR,-0.000847496,2623,54328,141
1.23765E+18,130.6423983,2.427778618,17.827,16.52371,15.99936,15.68268,15.46418,2126,301,2,76,6.35077E+17,GALAXY,0.05084655,564,52224,251
1.23765E+18,208.0223056,-0.115626755,19.42574,18.29212,17.74884,17.41842,17.25539,1404,301,3,61,3.37788E+17,GALAXY,0.1031368,300,51943,64
1.23765E+18,204.1039673,-0.12196482,18.25734,16.40132,15.56818,15.16011,14.82572,1404,301,3,34,3.35548E+17,GALAXY,0.03948652,298,51955,107
1.23767E+18,303.6117617,-12.1194763,18.78862,17.50771,16.93098,16.67887,16.54873,5421,301,4,197,3.53321E+18,STAR,-0.00012645,3138,54740,512
1.23766E+18,186.1065541,61.89444412,19.27269,17.4608,16.4682,15.98911,15.61668,2304,301,2,201,8.78265E+17,GALAXY,0.1234002,780,52370,231
1.23767E+18,137.6651082,17.45661463,19.34855,17.74532,16.82878,16.4015,16.05137,5125,301,3,64,2.74395E+18,GALAXY,0.1240526,2437,53848,484
1.23767E+18,141.1622534,18.51637323,19.3896,17.65463,16.67446,16.2209,15.85772,5125,301,3,88,2.65718E+18,GALAXY,0.1340576,2360,53728,189
1.23766E+18,127.1693447,28.39509928,19.26402,19.10022,18.66466,18.19171,18.07319,3606,301,4,23,1.42666E+18,QSO,0.212689,1267,52932,539
1.23765E+18,117.6554113,37.85445056,19.36903,17.66317,16.76192,16.31487,15.96613,2076,301,5,87,6.11459E+17,GALAXY,0.1173428,543,52017,348
1.23765E+18,343.1928583,13.89090484,17.79739,16.86239,16.57168,16.45486,16.40405,1739,301,3,193,8.33176E+17,STAR,-0.0009851,740,52263,36
1.23767E+18,118.180953,9.495323049,18.95101,17.49336,16.98946,16.83429,16.77429,5137,301,2,28,3.31026E+18,STAR,0.000163656,2940,54508,415
1.23766E+18,134.4288509,32.29930078,18.16717,17.24624,16.99836,16.89986,16.86489,3606,301,3,72,1.17479E+19,STAR,0.000534473,10434,58140,767
1.23766E+18,135.2716317,32.86297187,19.34374,19.14082,19.01418,18.8257,18.95053,3606,301,3,78,1.43119E+18,QSO,1.503896,1271,52974,620
1.23765E+18,147.1425697,63.66381212,19.44523,18.01997,17.22605,16.78284,16.44224,1412,301,6,63,5.48406E+17,GALAXY,0.09862633,487,51943,339
1.23768E+18,352.4763402,32.08368061,19.22127,18.89125,18.77551,18.64375,18.57708,8111,301,4,37,8.74383E+18,QSO,1.653177,7766,58395,340
1.23766E+18,119.622158,30.65082507,19.2069,17.57562,16.51169,16.00991,15.6378,2777,301,3,78,1.19465E+18,GALAXY,0.1574298,1061,52641,253
1.23766E+18,140.3021651,45.21266285,19.27454,17.89281,17.22188,16.80159,16.54814,2777,301,3,223,9.37944E+17,GALAXY,0.08245081,833,52314,251
1.23767E+18,135.3978719,15.90200982,19.08032,18.98108,18.64163,18.61505,18.75338,5194,301,6,149,2.73822E+18,QSO,1.249254,2432,54052,120
1.23766E+18,173.6347557,52.16650378,18.74674,17.41133,16.92185,16.60949,16.52599,2830,301,4,374,9.90889E+17,GALAXY,0.0573511,880,52367,352
1.23766E+18,179.6202955,52.5702443,18.42878,16.53056,15.63065,15.21092,14.8656,2830,301,4,398,9.93175E+17,GALAXY,0.06644948,882,52370,477
1.23768E+18,28.62803519,4.292888519,19.49423,19.33928,19.25005,19.00054,19.01289,7727,301,3,257,9.83832E+18,QSO,1.882368,8738,57402,739
1.23766E+18,116.9783981,27.61552229,18.51328,18.07702,18.34397,18.36116,18.14049,2864,301,6,59,2.33628E+18,STAR,1.13E-05,2075,53730,149
1.23767E+18,262.8630901,64.18845524,18.51657,17.10228,16.56215,16.35033,16.23314,6162,301,3,147,2.87222E+18,STAR,8.69E-06,2551,54552,176
1.23767E+18,158.2318594,18.42838928,18.92219,17.70681,17.03481,16.64744,16.3639,5935,301,5,278,2.91957E+18,GALAXY,0.1134236,2593,54175,391
1.23767E+18,126.6254766,11.32842287,17.94556,16.54889,15.99568,15.67083,15.473,5935,301,5,69,2.72822E+18,GALAXY,0.04335606,2423,54149,582
1.23766E+18,190.170703,14.23578248,19.22676,17.92466,18.16374,18.35194,18.46638,3970,301,2,56,3.66491E+18,STAR,0.000471794,3255,54885,396
1.23766E+18,191.9759694,14.0696747,18.18745,17.09756,16.65693,16.51115,16.49342,3970,301,2,68,3.66497E+18,STAR,0.000164802,3255,54885,593
1.23766E+18,130.1040257,24.67474203,19.34409,18.46559,17.76197,17.41422,17.2091,4517,301,5,130,2.17422E+18,GALAXY,0.2438016,1931,53358,399
1.23767E+18,140.0097448,14.5699643,19.33313,17.58881,16.89397,16.65149,16.54548,5935,301,4,158,3.59395E+18,STAR,0.000128709,3192,54829,267
1.23766E+18,251.6359318,36.51415907,18.71048,17.28755,16.78925,16.63001,16.56935,3225,301,6,268,2.44787E+18,STAR,-0.000202015,2174,53521,609
1.23765E+18,185.0494799,5.367074349,19.21266,18.14599,17.65352,17.25064,17.14639,2126,301,4,439,9.50422E+17,GALAXY,0.1074807,844,52378,591
1.23765E+18,148.8181787,4.267777115,16.24247,14.80229,14.79477,14.53012,14.64066,2126,301,4,198,6.4411E+17,GALAXY,0.005676916,572,52289,348
1.23766E+18,127.4555878,28.8821148,19.39647,17.643,16.71348,16.25069,15.92592,3560,301,5,135,1.42667E+18,GALAXY,0.1020685,1267,52932,563
1.23766E+18,126.5285601,28.13473388,17.82726,16.7459,16.23722,15.88036,15.69544,3560,301,5,128,1.42664E+18,GALAXY,0.08424099,1267,52932,467
1.23766E+18,201.2963963,42.12453714,19.46682,17.55653,16.65561,16.20864,15.89186,3893,301,5,255,1.64622E+18,GALAXY,0.08122627,1462,53112,574
1.23768E+18,4.072684051,3.552817397,17.9297,17.0955,16.75965,16.63619,16.58196,7712,301,6,356,1.06287E+19,STAR,2.58E-05,9440,58072,815
1.23767E+18,231.2930906,58.16713431,19.46102,19.17895,19.19426,19.07467,19.08933,6122,301,2,36,6.92505E+17,QSO,1.561603,615,52347,277
1.23766E+18,48.73539036,1.039835103,18.50169,17.55051,17.23568,17.10755,17.08955,3438,301,6,125,9.0427E+17,STAR,0.000809765,803,52318,627
1.23766E+18,51.24757959,0.922323718,19.41682,18.39775,18.01525,17.85396,17.77187,3438,301,6,142,1.70698E+18,STAR,-0.000114964,1516,52933,403
1.23767E+18,118.8193723,9.020386698,18.94168,17.91401,17.71916,17.68227,17.7142,5935,301,5,15,3.31583E+18,STAR,-1.84E-05,2945,54505,198
1.23767E+18,141.3654504,15.23804692,19.33695,19.12676,18.89327,18.67101,18.48039,5935,301,5,168,1.07502E+19,QSO,1.968707,9548,57785,284
1.23766E+18,259.2647569,28.22827376,18.94383,17.51661,16.96637,16.78178,16.67727,2335,301,1,125,1.10349E+18,STAR,-0.00012352,980,52431,391
1.23767E+18,180.6933254,18.7065823,19.01556,17.87884,17.34068,16.96606,16.76678,5314,301,1,28,2.92182E+18,GALAXY,0.06854661,2595,54207,408
1.23766E+18,328.5979303,0.084365099,19.44518,17.34626,16.10846,15.61283,15.20197,4192,301,4,146,4.17873E+17,GALAXY,0.1480373,371,52078,596
1.23765E+18,110.0957225,-0.436764736,19.38465,18.23036,17.79177,17.63572,17.57832,308,301,2,25,8.38804E+18,STAR,0.000136367,7450,56722,300
1.23766E+18,137.3076261,45.5371666,17.51559,16.41024,16.08833,16.22033,15.97865,2825,301,2,206,1.01109E+18,STAR,-9.68E-05,898,52606,103
1.23766E+18,213.5952607,-1.891935924,18.72594,17.61496,17.20753,17.05604,16.96417,2334,301,4,118,1.03149E+18,STAR,-2.69E-05,916,52378,600
1.23766E+18,189.4961005,37.52855061,18.93154,17.13959,16.28405,15.79472,15.42316,4470,301,4,40,2.26322E+18,GALAXY,0.03601274,2010,53495,585
1.23766E+18,201.0838663,36.59607094,15.15612,14.50097,14.28264,14.16432,14.00618,4470,301,4,102,2.36672E+18,GALAXY,0.01589933,2102,54115,297
1.23767E+18,123.9133627,11.68888358,18.89509,17.65341,17.04405,16.63291,16.36869,5182,301,4,63,2.72471E+18,GALAXY,0.0885593,2420,54086,104
1.23766E+18,134.8157992,32.89417951,19.56214,18.12826,17.47346,17.07064,16.80191,3606,301,4,76,1.43223E+18,GALAXY,0.06362248,1272,52989,308
1.23765E+18,121.1089846,0.469399406,19.40547,17.67349,17.05184,16.8621,16.7716,308,301,4,99,8.38935E+18,STAR,0.000359393,7451,56739,966
1.23767E+18,123.5789246,9.529737483,18.21029,17.07017,16.71898,16.61392,16.57087,5935,301,3,46,2.72582E+18,STAR,8.56E-05,2421,54153,43
1.23766E+18,172.6484292,40.17153059,18.53759,17.76973,17.24861,16.88393,16.70726,4469,301,5,385,2.24745E+18,QSO,0.1217393,1996,53436,572
1.23766E+18,216.9492188,43.37191473,18.6736,17.38816,16.72621,16.33508,16.07017,3699,301,5,172,1.57077E+18,GALAXY,0.09651551,1395,52825,496
1.23767E+18,229.9461326,20.1053337,18.69176,17.80072,17.44487,17.29532,17.23347,4670,301,3,213,4.44739E+18,STAR,-0.000386703,3950,55680,312
1.23767E+18,230.3101693,19.8942588,19.29403,19.27052,18.97428,18.5415,18.4386,4670,301,3,216,2.43087E+18,QSO,1.947672,2159,54328,200
1.23768E+18,317.4985041,1.13212353,19.18317,18.00996,17.42171,17.16846,17.02013,7712,301,2,45,2.15964E+18,STAR,-0.000409363,1918,53240,583
1.23766E+18,132.8247061,31.30060293,19.24474,19.196,19.02732,19.05677,19.09895,3606,301,3,61,1.17443E+19,QSO,1.381827,10431,58137,118
1.23765E+18,173.3524934,66.97848882,16.83463,15.17861,14.64436,14.46079,14.40374,1412,301,3,139,3.21786E+18,STAR,-0.000244979,2858,54498,156
1.23766E+18,226.1332655,52.92120928,17.40466,16.67338,16.40646,16.29812,16.32285,3225,301,4,107,1.31057E+18,GALAXY,0.01874223,1164,52674,70
1.23766E+18,223.4055461,41.54071204,18.9486,17.9031,17.39413,17.01921,16.87308,3699,301,6,206,1.57304E+18,GALAXY,0.1333338,1397,53119,562
1.23765E+18,143.5062916,57.68427367,19.34744,19.08193,18.9926,18.83333,18.68646,1331,301,3,248,5.08947E+17,QSO,1.977987,452,51911,147
1.23765E+18,134.9559901,52.19784839,19.20184,17.57255,16.81396,16.38663,16.12541,2074,301,6,118,6.21593E+17,GALAXY,0.08246996,552,51992,351
1.23766E+18,131.2241271,30.9319017,18.91435,17.81815,17.2089,16.81817,16.59966,3606,301,4,52,1.42997E+18,GALAXY,0.1077472,1270,52991,273
1.23766E+18,134.9380674,33.12068309,18.81722,17.40954,16.72122,16.32124,16.05494,3606,301,4,77,1.43223E+18,GALAXY,0.08538346,1272,52989,317
1.23766E+18,134.0756182,32.70601311,18.12442,16.17952,15.20155,14.77617,14.4659,3606,301,4,72,1.43115E+18,GALAXY,0.06471292,1271,52974,481
1.23766E+18,242.3119292,38.12448994,18.97161,18.93741,18.59916,18.6051,18.85397,3185,301,4,11,1.18784E+18,QSO,1.12581,1055,52761,63
1.23766E+18,259.2631376,27.27695142,16.43814,16.68784,17.15319,17.48053,17.78007,3225,301,6,344,5.63299E+18,STAR,-8.43E-05,5003,55715,394
1.23767E+18,155.3825322,24.20731664,19.28256,17.57086,16.79196,16.39657,16.09448,5112,301,3,302,2.64152E+18,GALAXY,0.03836939,2346,53734,594
1.23767E+18,157.9167669,24.75035887,18.6783,18.56849,18.28917,18.21018,17.68076,5112,301,3,318,1.17726E+19,QSO,0.3109539,10456,58136,758
1.23765E+18,322.5780501,12.01694401,19.3455,18.32738,17.9753,17.8252,17.73872,1739,301,5,59,2.20916E+18,STAR,-0.000863405,1962,53321,514
1.23766E+18,216.6167452,50.04675704,18.94582,18.29945,18.19514,18.10018,17.85743,3180,301,2,82,9.46437E+18,QSO,2.324309,8406,57513,192
1.23765E+18,153.9224,64.55524438,19.26514,17.99996,17.55572,17.26504,16.99872,1412,301,4,83,5.49574E+17,GALAXY,0.05451693,488,51914,489
1.23767E+18,127.2210081,13.40584625,19.39792,18.01342,17.43332,17.188,17.06871,5194,301,6,94,3.59731E+18,STAR,0.000339667,3195,54832,223
1.23768E+18,333.1255523,2.405660997,18.84732,18.35741,18.05136,18.01059,18.0277,7712,301,4,150,1.03213E+19,QSO,1.283476,9167,58064,752
1.23767E+18,244.8432452,62.40743899,18.34585,16.74716,16.15337,15.92706,15.86371,6162,301,3,92,2.87113E+18,STAR,-0.000822261,2550,54206,308
1.23767E+18,13.7299572,-0.428435507,19.48625,17.60057,16.65628,16.19427,15.87965,4858,301,2,446,7.79166E+17,GALAXY,0.1157107,692,52201,158
1.23767E+18,14.25944656,-0.526862522,19.51479,18.60824,17.84822,17.54648,17.22618,4858,301,2,450,1.21941E+18,GALAXY,0.2684679,1083,52520,228
1.23767E+18,20.23302574,-0.620550995,19.43272,17.51756,16.53499,16.1376,15.77138,4858,301,2,489,4.48115E+17,GALAXY,0.09304526,398,51789,23
1.23767E+18,110.5409226,40.83561364,17.35865,15.93747,15.30601,15.01562,14.86316,6573,301,5,189,3.60865E+18,STAR,0.00025785,3205,54848,529
1.23765E+18,127.8174946,47.14435289,18.37253,16.80646,16.0381,15.6146,15.32657,2076,301,5,167,6.1825E+17,GALAXY,0.07831216,549,51981,476
1.23765E+18,340.76852,13.63209069,19.24022,18.20379,17.73935,17.5409,17.44567,1739,301,3,178,2.13024E+18,STAR,-0.00058703,1892,53238,120
1.23766E+18,250.8957736,31.83290142,16.74358,15.54589,15.49015,15.52989,15.62185,3705,301,2,334,1.50987E+18,STAR,-0.000435133,1341,52786,151
1.23767E+18,227.2529595,13.89260954,18.54856,18.21508,17.96839,17.98654,18.04254,5322,301,5,116,3.09857E+18,QSO,1.36535,2752,54533,325
1.23767E+18,312.288698,3.228792763,19.52953,17.98656,17.38184,17.14806,17.01073,4828,301,4,448,3.16952E+18,STAR,-1.38E-05,2815,54414,418
1.23766E+18,119.6758265,23.35757374,18.00731,16.07911,15.17662,14.68999,14.3329,3560,301,5,76,1.42328E+18,GALAXY,0.04498824,1264,52707,507
1.23767E+18,178.0437119,27.31833274,19.06525,18.15289,17.87147,17.77844,17.75997,5115,301,3,50,7.20813E+18,STAR,0.000490204,6402,56334,446
1.23766E+18,225.5812966,35.60408076,18.76233,17.6293,17.23127,16.9689,16.90891,3893,301,5,388,1.55839E+18,GALAXY,0.04877574,1384,53121,517
1.23766E+18,52.2944522,0.943785052,18.22337,17.08613,16.64476,16.45212,16.36473,3438,301,6,149,8.02859E+17,STAR,0.000175502,713,52178,336
1.23765E+18,236.4903857,2.286853043,19.0926,17.8743,17.40173,17.1305,16.96514,1458,301,5,745,3.32719E+18,GALAXY,0.03929604,2955,54562,576
1.23765E+18,158.3461632,5.330744211,19.45481,18.02289,17.32981,16.92197,16.65031,2125,301,6,264,6.49736E+17,GALAXY,0.08138754,577,52367,332
1.23765E+18,205.9280312,-0.185685647,19.26751,18.06564,17.4478,17.03432,16.80926,1404,301,3,47,3.36664E+17,GALAXY,0.08727421,299,51671,72
1.23765E+18,201.7536517,-0.15550814,18.32765,17.16866,16.73375,16.4772,16.32472,1404,301,3,19,3.34442E+17,GALAXY,0.07769189,297,51959,180
1.23765E+18,195.2816099,-3.43764321,19.42097,17.33603,16.39582,15.97862,15.66293,1140,301,1,283,3.80565E+17,GALAXY,0.08786678,338,51694,41
1.23767E+18,125.0116201,43.63186424,19.22186,18.26031,17.87814,17.75106,17.69941,6573,301,6,263,7.18332E+18,STAR,-0.000612036,6380,56340,302
1.23766E+18,131.5690379,5.106015217,16.61223,15.24247,14.73876,14.52884,14.51911,2986,301,5,87,2.60879E+18,STAR,0.000113201,2317,54152,297
1.23767E+18,231.1051005,15.57403003,19.24192,17.86077,17.10806,16.75303,16.48673,5183,301,2,643,3.13116E+18,GALAXY,0.07303367,2781,54266,135
1.23767E+18,203.7474529,20.17817288,19.04156,17.73393,17.09288,16.69314,16.44939,5194,301,1,581,2.97366E+18,GALAXY,0.06960275,2641,54230,574
1.23765E+18,120.800337,0.534870203,19.56008,17.67873,16.88595,16.5583,16.39302,308,301,4,97,8.38933E+18,STAR,0.000206898,7451,56739,923
1.23767E+18,260.7293706,63.51883499,17.22344,15.59537,15.02815,14.83088,14.77522,6122,301,2,137,2.87224E+18,STAR,3.84E-05,2551,54552,243
1.23767E+18,123.9864534,11.78271103,18.5258,17.27517,16.59665,16.20913,15.93984,5182,301,4,63,2.72471E+18,GALAXY,0.1002125,2420,54086,106
1.23768E+18,15.8514051,3.191166554,18.05289,17.09906,16.7379,16.60352,16.56954,7712,301,5,435,9.8585E+18,STAR,-0.000661933,8756,57687,450
1.23766E+18,152.2096075,35.90183929,18.75079,17.78863,17.57073,17.29974,17.23412,4469,301,5,275,2.19675E+18,GALAXY,0.05090119,1951,53389,444
1.23767E+18,119.0683959,8.644033126,19.23912,17.02732,16.10903,15.7933,15.64471,5935,301,4,16,3.3158E+18,STAR,-0.000143353,2945,54505,93
1.23766E+18,359.4704371,27.97739167,17.31162,15.6797,15.10808,14.90275,14.86259,4152,301,1,105,3.15598E+18,STAR,-3.62E-05,2803,54368,314
1.23766E+18,141.9448497,35.93490116,18.18789,17.26671,16.97132,16.87151,16.85963,3606,301,3,120,1.15339E+19,STAR,-8.84E-05,10244,58225,718
1.23767E+18,15.9222551,-0.583583428,19.56657,18.51499,18.07156,17.75592,17.65817,4858,301,2,461,1.68666E+18,GALAXY,0.1204848,1498,52914,231
1.23767E+18,108.2270195,40.20957012,18.71575,17.21879,16.68427,16.50122,16.41858,6573,301,5,177,3.30806E+18,STAR,0.000284596,2938,54526,616
1.23767E+18,111.9101001,41.01975394,16.42888,15.27741,14.90579,14.78018,14.73973,6573,301,5,196,3.02089E+18,STAR,-4.93E-05,2683,54153,356
1.23767E+18,112.3170919,41.16888267,18.68517,17.34723,16.81034,16.62024,16.52471,6573,301,5,199,3.02091E+18,STAR,-3.90E-05,2683,54153,439
1.23767E+18,113.0006652,41.2234791,19.38491,17.67169,16.99763,16.74622,16.58848,6573,301,5,202,3.02092E+18,STAR,8.84E-05,2683,54153,464
1.23765E+18,116.1862283,36.03986417,19.57609,18.23913,17.50641,17.10513,16.86324,2076,301,5,73,6.10362E+17,GALAXY,0.1191182,542,51993,452
1.23768E+18,16.63720634,-1.503993691,19.0086,18.001,17.58883,17.40213,17.30208,7780,301,6,13,8.86448E+18,STAR,-0.000471129,7873,57307,983
1.23767E+18,221.4250189,14.15864605,18.9059,18.62057,18.69868,18.7652,18.73379,5322,301,3,79,3.09524E+18,QSO,0.6813358,2749,54241,508
1.23767E+18,101.3482724,82.56750029,16.23475,14.64185,14.17722,13.96634,13.83547,6074,301,1,79,2.85979E+18,STAR,-0.000136186,2540,54110,16
1.23766E+18,23.27673025,1.003528296,19.29689,18.99545,18.89303,18.99327,18.8992,4263,301,6,271,1.05835E+19,QSO,0.885744,9400,58107,236
1.23766E+18,230.3796478,33.18619789,18.90823,17.57254,17.17502,16.94308,16.97929,3927,301,4,19,1.56174E+18,GALAXY,0.02999244,1387,53118,411
1.23766E+18,259.7614528,27.56584255,19.23414,17.87365,17.4071,17.23725,17.17454,2335,301,1,130,2.45681E+18,STAR,-0.000122197,2182,53905,347
1.23767E+18,246.7110216,62.02160314,16.44998,15.2854,14.91003,14.76865,14.74651,6122,301,2,93,2.88234E+18,STAR,-0.000214523,2560,54205,133
1.23767E+18,193.1111168,18.55819067,18.77789,17.76451,17.18496,16.83116,16.62111,5314,301,1,107,2.92863E+18,GALAXY,0.1458599,2601,54144,615
1.23766E+18,163.0534663,49.12528152,19.56419,18.37117,17.73682,17.22246,17.01628,2964,301,6,227,1.08435E+18,GALAXY,0.1380789,963,52643,410
1.23766E+18,132.527963,44.33916282,18.69545,17.57948,17.42161,17.39521,17.40109,2825,301,5,184,1.01001E+18,STAR,-0.000180958,897,52605,269
1.23766E+18,214.8492472,-2.826686717,19.46095,18.39923,17.78167,17.33669,17.18428,2379,301,2,38,1.03249E+18,GALAXY,0.08837547,917,52400,132
1.23767E+18,132.182864,13.03996996,19.5415,18.19479,17.51001,17.10722,16.84299,5935,301,5,107,2.736E+18,GALAXY,0.09517372,2430,53815,213
